Address;Title;Description;Rooms;Living Space (sqm);Price
Dorfstrasse 26, 9054 Haslen AI;Klein aber oho! Wohnen in Haslen mit hoher Lebensqualität;;2.5 rooms;30m²;Price on request
Gmündstrasse, 9442 Berneck;Ihr Neubau-Eigenheim in Berneck wartet auf Sie!;;2.5 rooms;180m²;CHF 1,344,600.–
Unterrainstrasse 30, 9050 Appenzell;Einmalige Gelegenheit für perfektes Wohnen;Herzlich willkommen in Ihrem neuen Zuhause an ruhiger Lage mit viel Platz und Raum zum Leben und Entspannen. Nutzen Sie die einmalige Gelegenheit und machen Sie daraus Ihre Wohlfühl-Oase, indem Sie Ihre Wünsche bei den diversen Belägen, der Küchenausstattung, den Nassräumen und den Schreinerarbeiten einfliessen lassen.Das 2.5-Zimmer-Einfamilienhaus mit Doppelgarage, welches explizit für Sie gebaut wird, überzeugt durch seinen durchdachten Grundriss und die hellen Räumlichkeiten. Bereits der Eingangsbereich mit Garderobe punktet durch die Grösse und dem direkten Zugang zur Doppelgarage. Von hier aus gelangt man über eine Treppe zum Keller sowie dem Wasch-, Abstell- und Technikraum.Beim Betreten des hellen, lichtdurchfluteten Wohn- und Essbereich spürt man das besondere Flair dieses Hauses und die offene Küche mit Kochinsel inkl. separatem Vorratsraum ist ein weiteres Highlight und lässt keine Wünsche offen. Bei warmen Temperaturen locken die beiden von der Küche und dem Wohnbereich direkt zugänglichen Terrassen sowie die Rasenfläche. Hier geniesst man die Ruhe, grilliert mit der Familie und Freunden oder lässt die Sommerabende genussvoll ausklingen.Grosszügig präsentiert sich auch das Obergeschoss. Hier befinden sich das Elternschlafzimmer, ein begehbares Ankleidezimmer sowie zwei weitere Zimmer. Die Korridorfläche kann durch einen Schrank unterteilt und der dadurch entstandene «Raum» z.B. als Büro genutzt werden. Die beiden Badezimmer, eines mit Doppellavabo, Badewanne und WC und das andere mit Dusche und WC, komplettieren die Räumlichkeiten optimal.Lassen Sie sich von diesem Schmuckstück mit dem aussergewöhnlichem Wohnkonzept auf verschiedenen Ebenen verzaubern und erfüllen Sie sich Ihren Wohntraum.;2.5 rooms;190m²;CHF 2,427,750.–
Brändlihangstrasse 10, 9442 Berneck;Neubau 1.5 Zimmer-Eigentumswohnungen;;1.5 rooms;150m²;CHF 1,226,320.–
Gmündstrasse, 9442 Berneck;Ihre exklusive Neubau-Wohnung in Berneck wartet auf Sie!;;2.5 rooms;;CHF 1,232,550.–
Schwendetalstrasse 75, 9057 Wasserauen;Ihr Traumhaus im Herzen der Schweizer Alpen mit unglaublichem Erweiterungspotenzial;;2 rooms;170m²;CHF 1,736,770.–
Dorfstrasse 26, 9054 Haslen AI;Klein aber oho! Wohnen in Haslen mit hoher Lebensqualität;;2.5 rooms;30m²;Price on request
Brändlihangstrasse 10, 9442 Berneck;Neue, grosszügige 2.5 Eigentumswohnung Maisonette 203m2;;2.5 rooms;240m²;CHF 1,929,750.–
Dorfstrasse 40, 9108 Gonten;Ihr exklusiver Rückzugsort zwischen Tradition und Moderne / Wohnung K.2.3;;1.5 rooms;27m²;Price on request
Brändlihangstrasse 10, 9442 Berneck;Neubau 1.5 Zimmer-Eigentumswohnungen;;1.5 rooms;120m²;CHF 989,770.–
Dorfstrasse 40, 9108 Gonten;Residenz der Extraklasse mit Premium-Wellnessbereich - Wohnung H.0.1;;1.5 rooms;26m²;Price on request
9050 Appenzell;Exklusive, grosszügige 1.5-Zimmer Wohnung mit Wellnessbereich;;1.5 rooms;280m²;Price on request
9050 Appenzell Steinegg;Gepflegtes Einfamilienhaus mit Alpsteinblick;;2.5 rooms;120m²;CHF 1,070,700.–
Enggenhüttenstrasse 13a, 9050 Appenzell;1.5-Zimmer Neubauwohnung in ruhiger Wohnlage;;1.5 rooms;120m²;CHF 1,058,250.–
Enggenhüttenstrasse 13b, 9050 Appenzell;Moderne und hochwertige 2.5-Zimmerwohnung an attraktiver Lager;;2.5 rooms;140m²;CHF 1,319,700.–
Enggenhüttenstrasse 13, 9050 Appenzell;moderne und gemütliche 1.5 Zimmer-Dachwohnung;;1.5 rooms;25m²;CHF 996,000.–
Enggenhüttenstrasse 13, 9050 Appenzell;moderne 1.5 Zimmer-Wohnung an ruhiger Lage;;1.5 rooms;29m²;CHF 1,045,800.–
Enggenhüttenstrasse 13a, 9050 Appenzell;modernes Wohnambiente in 2.5 Zimmer-Wohnung;;2.5 rooms;140m²;CHF 1,282,350.–
Enggenhüttenstrasse 13b, 9050 Appenzell;hochwertige 2.5 Zimmer-Wohnung an traumhafter Lage;;2.5 rooms;140m²;CHF 1,294,800.–
Enggenhüttenstrasse 13c, 9050 Appenzell;traumhafte 2.5 Zimmer-Dachwohnung an ruhiger Wohnlage;;2.5 rooms;200m²;Price on request
Enggenhüttenstrasse 13c, 9050 Appenzell;attraktive 1.5 Zimmer-Wohnung an ruhiger Lage;;1.5 rooms;120m²;CHF 1,207,650.–
Enggenhüttenstrasse 13d, 9050 Appenzell;helle und grosszügige 2.5 Zimmer-Dachwohnung;;2.5 rooms;230m²;Price on request
Enggenhüttenstrasse 13d, 9050 Appenzell;Attraktive 2.5 Zimmer-Wohnung an ruhiger Lage;;2.5 rooms;140m²;CHF 1,307,250.–
